"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","robynPareto","total_spend","mean_spend","mean_spend_adstocked","mean_carryover","mean_response","spend_share","effect_share","roi_mean","roi_total","cpa_total","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"89","competitor_sales_B",0.147260202466711,128298526.561015,0.447814814808926,817188.067267613,0.450539867807128,128298526.561015,0.447814814808926,817188.067267613,0.450539867807128,TRUE,0.54049526,0.868825021102911,0.783763705065246,0.81344150714348,0.0761048754069771,0.0985303638888603,0.12346053675717,0.0985303638888603,0.173870763897202,0,65566.4876444824,0.0009013942929,65481090.2533626,1e-04,"3_162_11",3,162,11,1782,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"90","events",0,0,0,0,0,0,0,0,0,TRUE,0.54049526,0.868825021102911,0.783763705065246,0.81344150714348,0.0761048754069771,0.0985303638888603,0.12346053675717,0.0985303638888603,0.173870763897202,0,65566.4876444824,0.0009013942929,65481090.2533626,1e-04,"3_162_11",3,162,11,1782,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"91","tv_S",525481.379392228,7627333.07045388,0.0266225407102155,48581.739302254,0.0267845448065139,7627333.07045388,0.0266225407102155,48581.739302254,0.0267845448065139,TRUE,0.54049526,0.868825021102911,0.783763705065246,0.81344150714348,0.0761048754069771,0.0985303638888603,0.12346053675717,0.0985303638888603,0.173870763897202,0,65566.4876444824,0.0009013942929,65481090.2533626,1e-04,"3_162_11",3,162,11,1782,8,2591412.14666667,16505.80985138,25061.492172313,8555.68232093298,18964.808086846,0.206047362680601,0.240065584244927,1.14897773920862,2.94331146061228,0.339753374178068,4,FALSE,3.44766022717695,0.14809057659473,2.03774866057562,4.86896959600908,0.136919007949492
"92","ooh_S",320415.250380281,16754904.6707391,0.0584815331351444,106719.138030185,0.0588374063040064,16754904.6707391,0.0584815331351444,106719.138030185,0.0588374063040064,TRUE,0.54049526,0.868825021102911,0.783763705065246,0.81344150714348,0.0761048754069771,0.0985303638888603,0.12346053675717,0.0985303638888603,0.173870763897202,0,65566.4876444824,0.0009013942929,65481090.2533626,1e-04,"3_162_11",3,162,11,1782,8,8239693.86666667,52482.1265392781,87557.5817015491,35075.4551622709,125020.666221925,0.655151359349006,0.527350247012312,2.3821570211786,2.03343776381309,0.491778021337033,4,FALSE,2.16466193869954,0.0188610744046551,1.98544864818472,2.34603788989835,0.736937313275632
"93","print_S",60715.3182896019,1472236.05688541,0.00513871152569802,9377.29972538477,0.00516998173111981,1472236.05688541,0.00513871152569802,9377.29972538477,0.00516998173111981,TRUE,0.54049526,0.868825021102911,0.783763705065246,0.81344150714348,0.0761048754069771,0.0985303638888603,0.12346053675717,0.0985303638888603,0.173870763897202,0,65566.4876444824,0.0009013942929,65481090.2533626,1e-04,"3_162_11",3,162,11,1782,8,601634.977777778,3832.06992215145,4412.52381662508,580.453894473629,4334.03404424074,0.0478369682055284,0.0463377180304008,1.13099033480252,2.44705861737513,0.408653880581194,4,FALSE,3.01040963974991,0.123093382268002,1.83779386908242,4.19111417415634,0.0150958646575032
"94","facebook_S",404964.474666474,4391884.17824177,0.0153294885970983,27973.7845747884,0.0154227719532558,4391884.17824177,0.0153294885970983,27973.7845747884,0.0154227719532558,TRUE,0.54049526,0.868825021102911,0.783763705065246,0.81344150714348,0.0761048754069771,0.0985303638888603,0.12346053675717,0.0985303638888603,0.173870763897202,0,65566.4876444824,0.0009013942929,65481090.2533626,1e-04,"3_162_11",3,162,11,1782,8,334078.021992166,2127.88549039596,2177.63117818685,49.7456877908865,7215.98992494477,0.0265630827769259,0.138231834305214,3.39115519021749,13.1462828714448,0.0760671293763283,4,FALSE,11.7275366424286,0.324225838875249,8.64119215256869,14.8397971140727,7.14135910119109e-05
"95","search_S",26122.4248658208,1525514.25786108,0.00532467443846714,9716.65132395592,0.00535707626967763,1525514.25786108,0.00532467443846714,9716.65132395592,0.00535707626967763,TRUE,0.54049526,0.868825021102911,0.783763705065246,0.81344150714348,0.0761048754069771,0.0985303638888603,0.12346053675717,0.0985303638888603,0.173870763897202,0,65566.4876444824,0.0009013942929,65481090.2533626,1e-04,"3_162_11",3,162,11,1782,8,809960,5158.98089171975,5330.91383557547,171.932943855722,11266.8079530952,0.0644012269879381,0.0480146164071465,2.18392124134024,1.8834439452085,0.530942268042544,4,FALSE,3.61621761173691,0.468755131406784,0,8.09725404089082,0.241271118593001
"96","newsletter",520313.86184753,4195439.82243461,0.0146438167100232,26722.5466397109,0.0147329275998623,4195439.82243461,0.0146438167100232,26722.5466397109,0.0147329275998623,TRUE,0.54049526,0.868825021102911,0.783763705065246,0.81344150714348,0.0761048754069771,0.0985303638888603,0.12346053675717,0.0985303638888603,0.173870763897202,0,65566.4876444824,0.0009013942929,65481090.2533626,1e-04,"3_162_11",3,162,11,1782,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,0.0583947272216814
"97","(Intercept)",762118.320146163,119652576.262948,0.416790242415775,762118.320146163,0.419417782640862,119652576.262948,0.416790242415775,762118.320146163,0.419417782640862,TRUE,0.504912870542,0.86625815656996,0.86179768706923,0.767592701967716,0.0785162622416298,0.0860700292363811,0.138843519616639,0.0860700292363811,0.210852398556789,0,78143.8475854522,0.001093489717,65481090.2533626,1e-04,"3_163_1",3,163,1,1783,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"98","trend",0,0,0,0,0,0,0,0,0,TRUE,0.504912870542,0.86625815656996,0.86179768706923,0.767592701967716,0.0785162622416298,0.0860700292363811,0.138843519616639,0.0860700292363811,0.210852398556789,0,78143.8475854522,0.001093489717,65481090.2533626,1e-04,"3_163_1",3,163,1,1783,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"99","season",0.363936131949428,171702.796648585,0.000598098699365751,1093.64838629672,0.000601869249228067,171702.796648585,0.000598098699365751,1093.64838629672,0.000601869249228067,TRUE,0.504912870542,0.86625815656996,0.86179768706923,0.767592701967716,0.0785162622416298,0.0860700292363811,0.138843519616639,0.0860700292363811,0.210852398556789,0,78143.8475854522,0.001093489717,65481090.2533626,1e-04,"3_163_1",3,163,1,1783,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"100","holiday",0.571583240144732,-700295.406038534,-0.00243936487756043,-15915.804682694,-0.00875897000833193,-700295.406038534,-0.00243936487756043,-15915.804682694,-0.00875897000833193,FALSE,0.504912870542,0.86625815656996,0.86179768706923,0.767592701967716,0.0785162622416298,0.0860700292363811,0.138843519616639,0.0860700292363811,0.210852398556789,0,78143.8475854522,0.001093489717,65481090.2533626,1e-04,"3_163_1",3,163,1,1783,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"101","competitor_sales_B",0.146411672228872,127559255.682437,0.444331871145196,812479.335556923,0.447133040044821,127559255.682437,0.444331871145196,812479.335556923,0.447133040044821,TRUE,0.504912870542,0.86625815656996,0.86179768706923,0.767592701967716,0.0785162622416298,0.0860700292363811,0.138843519616639,0.0860700292363811,0.210852398556789,0,78143.8475854522,0.001093489717,65481090.2533626,1e-04,"3_163_1",3,163,1,1783,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"102","events",0,0,0,0,0,0,0,0,0,TRUE,0.504912870542,0.86625815656996,0.86179768706923,0.767592701967716,0.0785162622416298,0.0860700292363811,0.138843519616639,0.0860700292363811,0.210852398556789,0,78143.8475854522,0.001093489717,65481090.2533626,1e-04,"3_163_1",3,163,1,1783,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"103","tv_S",481695.156183497,8137336.54237428,0.0283450852128888,51830.1690597088,0.0285237790593395,8137336.54237428,0.0283450852128888,51830.1690597088,0.0285237790593395,TRUE,0.504912870542,0.86625815656996,0.86179768706923,0.767592701967716,0.0785162622416298,0.0860700292363811,0.138843519616639,0.0860700292363811,0.210852398556789,0,78143.8475854522,0.001093489717,65481090.2533626,1e-04,"3_163_1",3,163,1,1783,7,2591412.14666667,16505.80985138,24323.6172839913,7817.80743261128,21878.5900535648,0.206047362680601,0.217606227119757,1.3255084270667,3.14011669384252,0.318459502464003,4,FALSE,3.44766022717695,0.14809057659473,2.03774866057562,4.86896959600908,0.132912769682289
"104","ooh_S",354239.968466836,18010318.463199,0.0627360081388115,114715.404224198,0.0631315101639805,18010318.463199,0.0627360081388115,114715.404224198,0.0631315101639805,TRUE,0.504912870542,0.86625815656996,0.86179768706923,0.767592701967716,0.0785162622416298,0.0860700292363811,0.138843519616639,0.0860700292363811,0.210852398556789,0,78143.8475854522,0.001093489717,65481090.2533626,1e-04,"3_163_1",3,163,1,1783,7,8239693.86666667,52482.1265392781,87213.1421590097,34731.0156197316,134610.906768015,0.655151359349006,0.481626565350157,2.56489048071006,2.18579946714514,0.457498510284704,4,FALSE,2.16466193869954,0.0188610744046551,1.98544864818472,2.34603788989835,0.731712627783217
"105","print_S",63780.9622759935,1643119.63510836,0.00572353937060196,10465.7301599259,0.00575962186101479,1643119.63510836,0.00572353937060196,10465.7301599259,0.00575962186101479,TRUE,0.504912870542,0.86625815656996,0.86179768706923,0.767592701967716,0.0785162622416298,0.0860700292363811,0.138843519616639,0.0860700292363811,0.210852398556789,0,78143.8475854522,0.001093489717,65481090.2533626,1e-04,"3_163_1",3,163,1,1783,7,601634.977777778,3832.06992215145,4573.149780898,741.079858746547,5987.47857483503,0.0478369682055284,0.0439398152749864,1.56246589871029,2.73109060443502,0.366154091840124,4,FALSE,3.01040963974991,0.123093382268002,1.83779386908242,4.19111417415634,0.0327128542379871
"106","facebook_S",364668.266144925,3537480.73330246,0.0123222374178903,22531.7244159392,0.0123999195975184,3537480.73330246,0.0123222374178903,22531.7244159392,0.0123999195975184,TRUE,0.504912870542,0.86625815656996,0.86179768706923,0.767592701967716,0.0785162622416298,0.0860700292363811,0.138843519616639,0.0860700292363811,0.210852398556789,0,78143.8475854522,0.001093489717,65481090.2533626,1e-04,"3_163_1",3,163,1,1783,7,334078.021992166,2127.88549039596,2169.79399752487,41.9085071289039,3901.90787845372,0.0265630827769259,0.0945982548312027,1.83370199950357,10.5887861530305,0.0944395311745722,4,FALSE,11.7275366424286,0.324225838875249,8.64119215256869,14.8397971140727,1.29893387830896e-05
"107","search_S",110839.994840396,6066522.57001279,0.0211317423456045,38640.2711465783,0.0212649616424801,6066522.57001279,0.0211317423456045,38640.2711465783,0.0212649616424801,TRUE,0.504912870542,0.86625815656996,0.86179768706923,0.767592701967716,0.0785162622416298,0.0860700292363811,0.138843519616639,0.0860700292363811,0.210852398556789,0,78143.8475854522,0.001093489717,65481090.2533626,1e-04,"3_163_1",3,163,1,1783,7,809960,5158.98089171975,5421.43899286291,262.458101143169,45014.5492139569,0.0644012269879381,0.162229137423897,8.72547314261351,7.48990390885079,0.133513061338251,4,FALSE,3.61621761173691,0.468755131406784,0,8.09725404089082,0.180896940565656
"108","newsletter",226110.076744187,3003022.74010181,0.0104605401314264,19127.5333764446,0.010526485749088,3003022.74010181,0.0104605401314264,19127.5333764446,0.010526485749088,TRUE,0.504912870542,0.86625815656996,0.86179768706923,0.767592701967716,0.0785162622416298,0.0860700292363811,0.138843519616639,0.0860700292363811,0.210852398556789,0,78143.8475854522,0.001093489717,65481090.2533626,1e-04,"3_163_1",3,163,1,1783,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,0.0829022550223231
"109","(Intercept)",781290.218200359,122662564.257456,0.428216906218795,781290.218200359,0.430823057591039,122662564.257456,0.428216906218795,781290.218200359,0.430823057591039,TRUE,0.54049526,0.86876439574466,0.783330921538631,0.814011908872925,0.0761224601338677,0.0986289158068256,0.123271652258084,0.0986289158068256,0.170845831788405,0,65566.4876444824,0.0009013942929,65481090.2533626,1e-04,"3_165_8",3,165,8,1812,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"110","trend",0,0,0,0,0,0,0,0,0,TRUE,0.54049526,0.86876439574466,0.783330921538631,0.814011908872925,0.0761224601338677,0.0986289158068256,0.123271652258084,0.0986289158068256,0.170845831788405,0,65566.4876444824,0.0009013942929,65481090.2533626,1e-04,"3_165_8",3,165,8,1812,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"111","season",0.371609001833316,175322.808792824,0.000612054633174593,1116.70578848932,0.000615779630947851,175322.808792824,0.000612054633174593,1116.70578848932,0.000615779630947851,TRUE,0.54049526,0.86876439574466,0.783330921538631,0.814011908872925,0.0761224601338677,0.0986289158068256,0.123271652258084,0.0986289158068256,0.170845831788405,0,65566.4876444824,0.0009013942929,65481090.2533626,1e-04,"3_165_8",3,165,8,1812,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"112","holiday",0.550707980452935,-674719.343909202,-0.00235545564992711,-15334.5305433909,-0.00845584544837174,-674719.343909202,-0.00235545564992711,-15334.5305433909,-0.00845584544837174,FALSE,0.54049526,0.86876439574466,0.783330921538631,0.814011908872925,0.0761224601338677,0.0986289158068256,0.123271652258084,0.0986289158068256,0.170845831788405,0,65566.4876444824,0.0009013942929,65481090.2533626,1e-04,"3_165_8",3,165,8,1812,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"113","competitor_sales_B",0.147394822206152,128415812.249389,0.448301583811575,817935.109868717,0.451029971623599,128415812.249389,0.448301583811575,817935.109868717,0.451029971623599,TRUE,0.54049526,0.86876439574466,0.783330921538631,0.814011908872925,0.0761224601338677,0.0986289158068256,0.123271652258084,0.0986289158068256,0.170845831788405,0,65566.4876444824,0.0009013942929,65481090.2533626,1e-04,"3_165_8",3,165,8,1812,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"114","events",0,0,0,0,0,0,0,0,0,TRUE,0.54049526,0.86876439574466,0.783330921538631,0.814011908872925,0.0761224601338677,0.0986289158068256,0.123271652258084,0.0986289158068256,0.170845831788405,0,65566.4876444824,0.0009013942929,65481090.2533626,1e-04,"3_165_8",3,165,8,1812,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"115","tv_S",526212.331750621,7637942.80338589,0.0266641762867206,48649.3172190184,0.0268264559132609,7637942.80338589,0.0266641762867206,48649.3172190184,0.0268264559132609,TRUE,0.54049526,0.86876439574466,0.783330921538631,0.814011908872925,0.0761224601338677,0.0986289158068256,0.123271652258084,0.0986289158068256,0.170845831788405,0,65566.4876444824,0.0009013942929,65481090.2533626,1e-04,"3_165_8",3,165,8,1812,8,2591412.14666667,16505.80985138,25061.492172313,8555.68232093298,18991.1884149436,0.206047362680601,0.240574334094252,1.15057598421054,2.94740565031717,0.339281428700657,4,FALSE,3.44766022717695,0.14809057659473,2.03774866057562,4.86896959600908,0.136919007949492
"116","ooh_S",321142.01114648,16792907.8785816,0.0586243007531639,106961.196678863,0.0589810914347926,16792907.8785816,0.0586243007531639,106961.196678863,0.0589810914347926,TRUE,0.54049526,0.86876439574466,0.783330921538631,0.814011908872925,0.0761224601338677,0.0986289158068256,0.123271652258084,0.0986289158068256,0.170845831788405,0,65566.4876444824,0.0009013942929,65481090.2533626,1e-04,"3_165_8",3,165,8,1812,8,8239693.86666667,52482.1265392781,87557.5817015491,35075.4551622709,125304.236105276,0.655151359349006,0.528930725771471,2.38756019178257,2.03804997495314,0.490665102568445,4,FALSE,2.16466193869954,0.0188610744046551,1.98544864818472,2.34603788989835,0.736937313275632
"117","print_S",61043.0309743446,1480182.49354041,0.00516733994483217,9427.91397159499,0.00519878865667074,1480182.49354041,0.00516733994483217,9427.91397159499,0.00519878865667074,TRUE,0.54049526,0.86876439574466,0.783330921538631,0.814011908872925,0.0761224601338677,0.0986289158068256,0.123271652258084,0.0986289158068256,0.170845831788405,0,65566.4876444824,0.0009013942929,65481090.2533626,1e-04,"3_165_8",3,165,8,1812,8,601634.977777778,3832.06992215145,4412.52381662508,580.453894473629,4357.42711821968,0.0478369682055284,0.0466217052009867,1.13709488781282,2.46026668696636,0.406460000981866,4,FALSE,3.01040963974991,0.123093382268002,1.83779386908242,4.19111417415634,0.0150958646575032
"118","facebook_S",393489.383883875,4294185.17282461,0.0149910667575645,27351.4979160803,0.0150823032048749,4294185.17282461,0.0149910667575645,27351.4979160803,0.0150823032048749,TRUE,0.54049526,0.86876439574466,0.783330921538631,0.814011908872925,0.0761224601338677,0.0986289158068256,0.123271652258084,0.0986289158068256,0.170845831788405,0,65566.4876444824,0.0009013942929,65481090.2533626,1e-04,"3_165_8",3,165,8,1812,8,334078.021992166,2127.88549039596,2183.67659668367,55.7911062877059,6430.98683838188,0.0265630827769259,0.135255102718461,3.02224291081809,12.8538391936639,0.0777977680390569,4,FALSE,11.7275366424286,0.324225838875249,8.64119215256869,14.8397971140727,6.90641798877626e-05
"119","search_S",26431.5479142359,1543566.62551887,0.00538861492847109,9831.634557445,0.0054214103318902,1543566.62551887,0.00538861492847109,9831.634557445,0.0054214103318902,TRUE,0.54049526,0.86876439574466,0.783330921538631,0.814011908872925,0.0761224601338677,0.0986289158068256,0.123271652258084,0.0986289158068256,0.170845831788405,0,65566.4876444824,0.0009013942929,65481090.2533626,1e-04,"3_165_8",3,165,8,1812,8,809960,5158.98089171975,5330.91383557547,171.932943855722,11400.1351628875,0.0644012269879381,0.0486181322148285,2.20976495206347,1.9057319195008,0.524732775773598,4,FALSE,3.61621761173691,0.468755131406784,0,8.09725404089082,0.241271118593001
"120","newsletter",478523.625417565,4121841.4947196,0.0143894123156307,26253.7674822904,0.0144769870612971,4121841.4947196,0.0143894123156307,26253.7674822904,0.0144769870612971,TRUE,0.54049526,0.86876439574466,0.783330921538631,0.814011908872925,0.0761224601338677,0.0986289158068256,0.123271652258084,0.0986289158068256,0.170845831788405,0,65566.4876444824,0.0009013942929,65481090.2533626,1e-04,"3_165_8",3,165,8,1812,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,0.0612212093317584
"121","(Intercept)",769387.324203839,120793809.900003,0.420649163119475,769387.324203839,0.423147065895795,120793809.900003,0.420649163119475,769387.324203839,0.423147065895795,TRUE,0.504912870542,0.868905908983399,0.872315050051243,0.762796482178445,0.077735164630908,0.082730214449709,0.140268869320157,0.082730214449709,0.207539103563129,0,78143.8475854522,0.001093489717,65481090.2533626,1e-04,"3_165_9",3,165,9,1813,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"122","trend",0,0,0,0,0,0,0,0,0,TRUE,0.504912870542,0.868905908983399,0.872315050051243,0.762796482178445,0.077735164630908,0.082730214449709,0.140268869320157,0.082730214449709,0.207539103563129,0,78143.8475854522,0.001093489717,65481090.2533626,1e-04,"3_165_9",3,165,9,1813,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"123","season",0.3595390075606,169628.260793271,0.000590708961023507,1080.43478212275,0.000594216714474851,169628.260793271,0.000590708961023507,1080.43478212275,0.000594216714474851,TRUE,0.504912870542,0.868905908983399,0.872315050051243,0.762796482178445,0.077735164630908,0.082730214449709,0.140268869320157,0.082730214449709,0.207539103563129,0,78143.8475854522,0.001093489717,65481090.2533626,1e-04,"3_165_9",3,165,9,1813,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"124","holiday",0.538742563748757,-660059.490784133,-0.00229857368218838,-15001.3520632757,-0.00825043240296899,-660059.490784133,-0.00229857368218838,-15001.3520632757,-0.00825043240296899,FALSE,0.504912870542,0.868905908983399,0.872315050051243,0.762796482178445,0.077735164630908,0.082730214449709,0.140268869320157,0.082730214449709,0.207539103563129,0,78143.8475854522,0.001093489717,65481090.2533626,1e-04,"3_165_9",3,165,9,1813,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"125","competitor_sales_B",0.143199109894085,124760352.739656,0.434462146809277,794651.928278064,0.43704207397393,124760352.739656,0.434462146809277,794651.928278064,0.43704207397393,TRUE,0.504912870542,0.868905908983399,0.872315050051243,0.762796482178445,0.077735164630908,0.082730214449709,0.140268869320157,0.082730214449709,0.207539103563129,0,78143.8475854522,0.001093489717,65481090.2533626,1e-04,"3_165_9",3,165,9,1813,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"126","events",0,0,0,0,0,0,0,0,0,TRUE,0.504912870542,0.868905908983399,0.872315050051243,0.762796482178445,0.077735164630908,0.082730214449709,0.140268869320157,0.082730214449709,0.207539103563129,0,78143.8475854522,0.001093489717,65481090.2533626,1e-04,"3_165_9",3,165,9,1813,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"127","tv_S",420253.27208712,10274478.6026044,0.0357795720596308,65442.5388700915,0.0359920386475124,10274478.6026044,0.0357795720596308,65442.5388700915,0.0359920386475124,TRUE,0.504912870542,0.868905908983399,0.872315050051243,0.762796482178445,0.077735164630908,0.082730214449709,0.140268869320157,0.082730214449709,0.207539103563129,0,78143.8475854522,0.001093489717,65481090.2533626,1e-04,"3_165_9",3,165,9,1813,1,2591412.14666667,16505.80985138,24481.6735803607,7975.8637289807,42400.6324416008,0.206047362680601,0.26740474647488,2.56883078282013,3.96481841602095,0.252218360356485,4,FALSE,3.44766022717695,0.14809057659473,2.03774866057562,4.86896959600908,0.187004389517437
"128","ooh_S",366029.613353104,18313590.9060389,0.0637747637458823,116647.075834643,0.0641534716416465,18313590.9060389,0.0637747637458823,116647.075834643,0.0641534716416465,TRUE,0.504912870542,0.868905908983399,0.872315050051243,0.762796482178445,0.077735164630908,0.082730214449709,0.140268869320157,0.082730214449709,0.207539103563129,0,78143.8475854522,0.001093489717,65481090.2533626,1e-04,"3_165_9",3,165,9,1813,1,8239693.86666667,52482.1265392781,87039.1595369464,34557.0329976683,137200.506794471,0.655151359349006,0.476631595887764,2.61423299400395,2.22260574268733,0.449922350506893,4,FALSE,2.16466193869954,0.0188610744046551,1.98544864818472,2.34603788989835,0.725778348566623
"129","print_S",82529.925537053,1874746.87473154,0.00652856884445909,11941.0628963792,0.00656733685274665,1874746.87473154,0.00652856884445909,11941.0628963792,0.00656733685274665,TRUE,0.504912870542,0.868905908983399,0.872315050051243,0.762796482178445,0.077735164630908,0.082730214449709,0.140268869320157,0.082730214449709,0.207539103563129,0,78143.8475854522,0.001093489717,65481090.2533626,1e-04,"3_165_9",3,165,9,1813,1,601634.977777778,3832.06992215145,4352.27531009021,520.20538793876,4628.22792102886,0.0478369682055284,0.0487923749838836,1.20776186631543,3.1160869031521,0.320915311761185,4,FALSE,3.01040963974991,0.123093382268002,1.83779386908242,4.19111417415634,0.00942336513660047
"130","facebook_S",368248.523513135,3964483.74476991,0.0138058131523359,25251.4888201905,0.0138877949605174,3964483.74476991,0.0138058131523359,25251.4888201905,0.0138877949605174,TRUE,0.504912870542,0.868905908983399,0.872315050051243,0.762796482178445,0.077735164630908,0.082730214449709,0.140268869320157,0.082730214449709,0.207539103563129,0,78143.8475854522,0.001093489717,65481090.2533626,1e-04,"3_165_9",3,165,9,1813,1,334078.021992166,2127.88549039596,2213.14870772959,85.2632173336267,4755.046096929,0.0265630827769259,0.103180103991385,2.23463439099073,11.8669397080628,0.0842677239963196,4,FALSE,11.7275366424286,0.324225838875249,8.64119215256869,14.8397971140727,0.000106926097049074
"131","search_S",71340.0466080032,3995647.62446576,0.0139143374212904,25449.9848692087,0.013996963669296,3995647.62446576,0.0139143374212904,25449.9848692087,0.013996963669296,TRUE,0.504912870542,0.868905908983399,0.872315050051243,0.762796482178445,0.077735164630908,0.082730214449709,0.140268869320157,0.082730214449709,0.207539103563129,0,78143.8475854522,0.001093489717,65481090.2533626,1e-04,"3_165_9",3,165,9,1813,1,809960,5158.98089171975,5202.73345935942,43.7525676396726,29983.292654143,0.0644012269879381,0.103991178662087,5.81186348301207,4.93314191375594,0.202710568129315,4,FALSE,3.61621761173691,0.468755131406784,0,8.09725404089082,0.0839506274748332
"132","newsletter",401797.23792846,3673787.30391565,0.0127934995688139,23399.9191332207,0.0128694700470499,3673787.30391565,0.0127934995688139,23399.9191332207,0.0128694700470499,TRUE,0.504912870542,0.868905908983399,0.872315050051243,0.762796482178445,0.077735164630908,0.082730214449709,0.140268869320157,0.082730214449709,0.207539103563129,0,78143.8475854522,0.001093489717,65481090.2533626,1e-04,"3_165_9",3,165,9,1813,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,0.0609591876205263
"133","(Intercept)",191058.521351945,29996187.8522553,0.104272481311952,191058.521351945,0.104899244528925,29996187.8522553,0.104272481311952,191058.521351945,0.104899244528925,TRUE,0.64491464192,0.890571825406042,0.628953097115084,0.962935704806199,0.0759054398478101,0.142723625615317,0.051754006104915,0.142723625615317,0.130780430919321,0,87079.1149422684,0.001229959054,65481090.2533626,1e-04,"3_167_3",3,167,3,1829,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"134","trend",0.312679368665577,89854944.7192838,0.312352959321912,572324.488657858,0.314230457038977,89854944.7192838,0.312352959321912,572324.488657858,0.314230457038977,TRUE,0.64491464192,0.890571825406042,0.628953097115084,0.962935704806199,0.0759054398478101,0.142723625615317,0.051754006104915,0.142723625615317,0.130780430919321,0,87079.1149422684,0.001229959054,65481090.2533626,1e-04,"3_167_3",3,167,3,1829,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"135","season",0.369239601871475,174204.940672261,0.00060556966472432,1109.58560937746,0.000609209635562157,174204.940672261,0.00060556966472432,1109.58560937746,0.000609209635562157,TRUE,0.64491464192,0.890571825406042,0.628953097115084,0.962935704806199,0.0759054398478101,0.142723625615317,0.051754006104915,0.142723625615317,0.130780430919321,0,87079.1149422684,0.001229959054,65481090.2533626,1e-04,"3_167_3",3,167,3,1829,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"136","holiday",0.54626067692492,-669270.572827077,-0.00232651241022627,-15210.694836979,-0.00835131762702132,-669270.572827077,-0.00232651241022627,-15210.694836979,-0.00835131762702132,FALSE,0.64491464192,0.890571825406042,0.628953097115084,0.962935704806199,0.0759054398478101,0.142723625615317,0.051754006104915,0.142723625615317,0.130780430919321,0,87079.1149422684,0.001229959054,65481090.2533626,1e-04,"3_167_3",3,167,3,1829,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
